,question,answer,image_path,label
24199,is there not a rectangle?,yes,2523.png,4
24200,is no black shape present?,yes,2523.png,4
24201,is there a gray shape?,no,2523.png,12
24202,does the image not contain a gray shape?,yes,2523.png,4
24203,is no gray shape present?,yes,2523.png,4
24204,is a red shape present?,yes,2523.png,4
24205,does the image not contain a red shape?,no,2523.png,12
24206,is there a green shape in the image?,no,2523.png,12
24207,is no blue shape present?,yes,2523.png,4
24208,is there not a teal shape?,yes,2523.png,4
24209,what color is the triangle?,red,2524.png,2
24210,is there not a rectangle?,yes,2524.png,4
24211,does the image not contain a rectangle?,yes,2524.png,4
24212,is a triangle present?,yes,2524.png,4
24213,is there a black shape?,no,2524.png,12
24214,is no black shape present?,yes,2524.png,4
24215,is there a red shape?,yes,2524.png,4
24216,does the image contain a green shape?,no,2524.png,12
24217,is there a blue shape in the image?,no,2524.png,12
24218,is a blue shape present?,no,2524.png,12
24219,is no yellow shape present?,yes,2524.png,4
24220,what shape is in the image?,circle,2525.png,0
24221,what shape does the image contain?,circle,2525.png,0
24222,is there a rectangle in the image?,no,2525.png,12
24223,is there not a rectangle?,yes,2525.png,4
24224,does the image not contain a rectangle?,yes,2525.png,4
24225,is there not a blue shape?,yes,2525.png,4
24226,does the image not contain a blue shape?,yes,2525.png,4
24227,does the image not contain a yellow shape?,no,2525.png,12
24228,is there a brown shape in the image?,no,2525.png,12
24229,is no brown shape present?,yes,2525.png,4
24230,what shape is in the image?,rectangle,2526.png,7
24231,what is the color of the shape?,black,2526.png,6
24232,does the image contain a circle?,no,2526.png,12
24233,is a circle present?,no,2526.png,12
24234,does the image not contain a circle?,yes,2526.png,4
24235,is a triangle present?,no,2526.png,12
24236,is there not a black shape?,no,2526.png,12
24237,is a red shape present?,no,2526.png,12
24238,is there not a red shape?,yes,2526.png,4
24239,is no red shape present?,yes,2526.png,4
24240,is a teal shape present?,no,2526.png,12
24241,is there not a teal shape?,yes,2526.png,4
24242,what shape is in the image?,triangle,2527.png,9
24243,what color is the triangle?,red,2527.png,2
24244,what is the color of the triangle?,red,2527.png,2
24245,what is the color of the shape?,red,2527.png,2
24246,does the image not contain a circle?,yes,2527.png,4
24247,is no circle present?,yes,2527.png,4
24248,is a gray shape present?,no,2527.png,12
24249,is no gray shape present?,yes,2527.png,4
24250,is no red shape present?,no,2527.png,12
24251,is there not a blue shape?,yes,2527.png,4
24252,is a teal shape present?,no,2527.png,12
24253,what shape is present?,rectangle,2528.png,7
24254,what is the color of the rectangle?,blue,2528.png,11
24255,what color is the shape?,blue,2528.png,11
24256,is there not a rectangle?,no,2528.png,12
24257,is no black shape present?,yes,2528.png,4
24258,is there a gray shape?,no,2528.png,12
24259,does the image not contain a gray shape?,yes,2528.png,4
24260,is no gray shape present?,yes,2528.png,4
24261,does the image not contain a red shape?,yes,2528.png,4
24262,does the image contain a green shape?,no,2528.png,12
24263,is there not a blue shape in the image?,no,2528.png,12
24264,does the image contain a teal shape?,no,2528.png,12
24265,is there not a teal shape?,yes,2528.png,4
24266,is no teal shape present?,yes,2528.png,4
24267,does the image contain a brown shape?,no,2528.png,12
24268,what color is the rectangle?,black,2529.png,6
24269,what color is the shape?,black,2529.png,6
24270,is there not a circle in the image?,yes,2529.png,4
24271,is there a triangle?,no,2529.png,12
24272,is a black shape present?,yes,2529.png,4
24273,is there not a red shape?,yes,2529.png,4
24274,is there a green shape?,no,2529.png,12
24275,is there a green shape in the image?,no,2529.png,12
24276,is there not a green shape?,yes,2529.png,4
24277,is there a blue shape in the image?,no,2529.png,12
24278,does the image contain a yellow shape?,no,2529.png,12
24279,is there not a yellow shape in the image?,yes,2529.png,4
24280,is there not a teal shape in the image?,yes,2529.png,4
24281,is no teal shape present?,yes,2529.png,4
24282,is there not a brown shape?,yes,2529.png,4
24283,does the image not contain a brown shape?,yes,2529.png,4
24284,what shape is present?,circle,2530.png,0
24285,what color is the shape?,blue,2530.png,11
24286,is there a rectangle in the image?,no,2530.png,12
24287,is there a black shape in the image?,no,2530.png,12
24288,is a gray shape present?,no,2530.png,12
24289,is no red shape present?,yes,2530.png,4
24290,is no teal shape present?,yes,2530.png,4
24291,what color is the rectangle?,red,2531.png,2
24292,is a rectangle present?,yes,2531.png,4
24293,is no rectangle present?,no,2531.png,12
24294,does the image not contain a circle?,yes,2531.png,4
24295,is a black shape present?,no,2531.png,12
24296,is a gray shape present?,no,2531.png,12
24297,is a red shape present?,yes,2531.png,4
24298,is a brown shape present?,no,2531.png,12
24299,what shape is in the image?,triangle,2532.png,9
24300,what shape does the image contain?,triangle,2532.png,9
24301,what color is the shape?,black,2532.png,6
24302,what is the color of the shape?,black,2532.png,6
24303,does the image contain a circle?,no,2532.png,12
24304,is there not a triangle in the image?,no,2532.png,12
24305,is there not a black shape?,no,2532.png,12
24306,is there a gray shape?,no,2532.png,12
24307,is there not a red shape in the image?,yes,2532.png,4
24308,does the image contain a brown shape?,no,2532.png,12
24309,does the image not contain a brown shape?,yes,2532.png,4
24310,what shape is present?,rectangle,2533.png,7
24311,what is the color of the rectangle?,gray,2533.png,3
24312,what color is the shape?,gray,2533.png,3
24313,is there not a rectangle in the image?,no,2533.png,12
24314,is there not a triangle in the image?,yes,2533.png,4
24315,is there a gray shape?,yes,2533.png,4
24316,is there a red shape?,no,2533.png,12
24317,does the image not contain a red shape?,yes,2533.png,4
24318,is there a green shape?,no,2533.png,12
24319,does the image contain a blue shape?,no,2533.png,12
24320,is there a yellow shape in the image?,no,2533.png,12
24321,does the image contain a yellow shape?,no,2533.png,12
24322,what shape is present?,circle,2534.png,0
24323,what is the green shape?,circle,2534.png,0
24324,is a rectangle present?,no,2534.png,12
24325,does the image not contain a black shape?,yes,2534.png,4
24326,is no black shape present?,yes,2534.png,4
24327,is no yellow shape present?,yes,2534.png,4
24328,is there a brown shape?,no,2534.png,12
24329,is there a brown shape in the image?,no,2534.png,12
24330,what shape is present?,triangle,2535.png,9
24331,what color is the triangle?,red,2535.png,2
24332,what is the color of the shape?,red,2535.png,2
24333,is a rectangle present?,no,2535.png,12
24334,is no rectangle present?,yes,2535.png,4
24335,is a triangle present?,yes,2535.png,4
24336,is there not a green shape in the image?,yes,2535.png,4
24337,is no green shape present?,yes,2535.png,4
24338,is a blue shape present?,no,2535.png,12
24339,is a teal shape present?,no,2535.png,12
24340,is there not a teal shape?,yes,2535.png,4
24341,is a brown shape present?,no,2535.png,12
24342,is a circle present?,no,2536.png,12
24343,is no black shape present?,yes,2536.png,4
24344,is there a gray shape?,no,2536.png,12
24345,is there not a gray shape in the image?,yes,2536.png,4
24346,does the image not contain a gray shape?,yes,2536.png,4
24347,is there a red shape?,no,2536.png,12
24348,is there a red shape in the image?,no,2536.png,12
24349,does the image not contain a green shape?,no,2536.png,12
24350,is no blue shape present?,yes,2536.png,4
24351,is there a yellow shape?,no,2536.png,12
24352,is there not a yellow shape in the image?,yes,2536.png,4
24353,is there not a teal shape?,yes,2536.png,4
24354,what color is the circle?,blue,2537.png,11
24355,what is the color of the circle?,blue,2537.png,11
24356,what is the color of the shape?,blue,2537.png,11
24357,is there not a rectangle in the image?,yes,2537.png,4
24358,is no rectangle present?,yes,2537.png,4
24359,is there a black shape?,no,2537.png,12
24360,is there a black shape in the image?,no,2537.png,12
24361,is there a red shape?,no,2537.png,12
24362,is there a yellow shape in the image?,no,2537.png,12
24363,does the image contain a yellow shape?,no,2537.png,12
24364,is a yellow shape present?,no,2537.png,12
24365,what shape is in the image?,triangle,2538.png,9
24366,what color is the triangle?,blue,2538.png,11
24367,what is the color of the triangle?,blue,2538.png,11
24368,does the image not contain a rectangle?,yes,2538.png,4
24369,does the image not contain a black shape?,yes,2538.png,4
24370,is there a yellow shape?,no,2538.png,12
24371,is a yellow shape present?,no,2538.png,12
24372,what color is the shape?,blue,2539.png,11
24373,is a rectangle present?,no,2539.png,12
24374,does the image contain a circle?,no,2539.png,12
24375,is there not a circle?,yes,2539.png,4
24376,does the image contain a black shape?,no,2539.png,12
24377,is there not a black shape?,yes,2539.png,4
24378,is there a teal shape?,no,2539.png,12
24379,is there a teal shape in the image?,no,2539.png,12
24380,is there a brown shape?,no,2539.png,12
24381,what shape is present?,rectangle,2540.png,7
24382,what shape does the image contain?,rectangle,2540.png,7
24383,what is the black shape?,rectangle,2540.png,7
24384,what is the color of the shape?,black,2540.png,6
24385,is there not a circle?,yes,2540.png,4
24386,is there a gray shape?,no,2540.png,12
24387,is there not a red shape?,yes,2540.png,4
24388,does the image contain a yellow shape?,no,2540.png,12
24389,is there a brown shape?,no,2540.png,12
24390,is no brown shape present?,yes,2540.png,4
24391,what is the color of the rectangle?,brown,2541.png,10
24392,is there not a rectangle?,no,2541.png,12
24393,is there not a gray shape?,yes,2541.png,4
24394,is there a red shape in the image?,no,2541.png,12
24395,is a green shape present?,no,2541.png,12
24396,is no green shape present?,yes,2541.png,4
24397,is there a blue shape in the image?,no,2541.png,12
24398,does the image not contain a blue shape?,yes,2541.png,4
24399,does the image contain a brown shape?,yes,2541.png,4
24400,what shape is in the image?,triangle,2542.png,9
24401,what shape is present?,triangle,2542.png,9
24402,what is the color of the triangle?,black,2542.png,6
24403,is there a rectangle in the image?,no,2542.png,12
24404,is there a triangle?,yes,2542.png,4
24405,is there a red shape in the image?,no,2542.png,12
24406,does the image contain a green shape?,no,2542.png,12
24407,is a green shape present?,no,2542.png,12
24408,does the image not contain a yellow shape?,yes,2542.png,4
24409,is a teal shape present?,no,2542.png,12
24410,what color is the circle?,teal,2543.png,5
24411,is no rectangle present?,yes,2543.png,4
24412,is there a black shape?,no,2543.png,12
24413,is there not a red shape?,yes,2543.png,4
24414,does the image contain a green shape?,no,2543.png,12
24415,is there not a yellow shape?,yes,2543.png,4
24416,what shape is in the image?,rectangle,2544.png,7
24417,what shape is present?,rectangle,2544.png,7
24418,what shape does the image contain?,rectangle,2544.png,7
24419,what is the yellow shape?,rectangle,2544.png,7
24420,what color is the shape?,yellow,2544.png,8
24421,what is the color of the shape?,yellow,2544.png,8
24422,is there a rectangle?,yes,2544.png,4
24423,is a rectangle present?,yes,2544.png,4
24424,is there not a rectangle?,no,2544.png,12
24425,is a circle present?,no,2544.png,12
24426,does the image not contain a circle?,yes,2544.png,4
24427,is there a black shape in the image?,no,2544.png,12
24428,is there not a red shape?,yes,2544.png,4
24429,is there a green shape?,no,2544.png,12
24430,is there not a green shape in the image?,yes,2544.png,4
24431,is there a blue shape?,no,2544.png,12
24432,does the image not contain a teal shape?,yes,2544.png,4
24433,is there a brown shape in the image?,no,2544.png,12
24434,is no brown shape present?,yes,2544.png,4
24435,what shape is present?,rectangle,2545.png,7
24436,is no circle present?,yes,2545.png,4
24437,is a red shape present?,no,2545.png,12
24438,is there not a green shape in the image?,yes,2545.png,4
24439,is a yellow shape present?,yes,2545.png,4
24440,is there a teal shape in the image?,no,2545.png,12
24441,is there not a teal shape?,yes,2545.png,4
24442,is there a brown shape?,no,2545.png,12
24443,does the image not contain a brown shape?,yes,2545.png,4
24444,what shape is in the image?,triangle,2546.png,9
